day,vis,tmp,dew,slp,wnd_direc,wnd_scale,pm25,pm10,o3,no2,so2,co,AQI,Determining_Pollutant
2019-05-07,11575.0,21.83392857142857,-3.0142857142857147,1011.7375,214.5687168631817,19.52437332497037,98.0,66.0,47.0,20.0,3.0,4.0,129,pm25
2019-05-08,9189.285714285714,18.93928571428572,6.457142857142857,1006.9375,173.16300283342682,7.556216620656321,132.0,61.0,64.0,21.0,1.0,4.0,175,pm25
2019-05-09,10596.42857142857,21.992857142857144,2.144642857142857,1006.4375,136.9332534606907,8.027919472019267,115.0,76.0,96.0,22.0,3.0,8.0,150,pm25
2019-05-10,8412.727272727272,22.87678571428572,8.325000000000001,1008.1625,150.23178055177178,25.96039378636702,140.0,74.0,105.0,20.0,3.0,9.0,186,pm25
2019-05-11,8608.92857142857,22.625,11.0125,1009.9625,136.88681655384775,22.715964660893228,162.0,181.0,42.0,14.0,3.0,11.0,213,pm25
2019-05-12,7387.5,14.980357142857144,4.2375,1012.0625,313.04188257825314,23.61996543140909,181.0,58.0,44.0,7.0,1.0,2.0,232,pm25
2019-05-13,11682.142857142857,18.260714285714283,-1.6696428571428572,1009.05,188.6094600705134,29.80308986438037,86.0,86.0,86.0,22.0,3.0,6.0,114,pm25
2019-05-14,8974.545454545454,20.74642857142857,8.614285714285714,1007.525,125.72527864358038,20.5795070476832,141.0,137.0,106.0,23.0,5.0,9.0,187,pm25
2019-05-15,6576.923076923077,23.10181818181818,14.501818181818182,1004.2125,172.68892167042765,10.094309048135855,175.0,95.0,86.0,20.0,2.0,6.0,226,pm25
2019-05-16,7630.909090909091,26.26607142857143,14.239285714285716,1004.125,152.6326512733652,29.01789573077305,155.0,85.0,88.0,17.0,1.0,8.0,206,pm25
2019-05-17,7030.763636363637,23.16428571428571,17.39107142857143,1005.9875,127.11202155138604,24.874990033938364,162.0,42.0,41.0,13.0,,6.0,213,pm25
2019-05-18,7716.145454545454,19.737500000000004,16.335714285714285,1007.8375,119.87661779186044,25.036745084499174,106.0,66.0,32.0,7.0,,2.0,139,pm25
2019-05-19,11451.785714285714,18.201785714285712,-1.5214285714285716,1010.175,289.54369809528333,77.04676111956651,88.0,39.0,38.0,7.0,,3.0,117,pm25
2019-05-20,11878.57142857143,19.560714285714287,-0.0218181818181818,1008.4875,325.08363778456504,51.40161642491571,65.0,31.0,50.0,19.0,,3.0,88,pm25
2019-05-21,11592.857142857143,22.144642857142856,4.121428571428572,1004.0125,297.0039608653758,27.94677077857225,80.0,54.0,75.0,30.0,1.0,6.0,110,co
2019-05-22,11521.42857142857,25.2,8.423214285714286,1001.5875,60.96182052624473,4.453942212407132,106.0,59.0,135.0,23.0,2.0,5.0,139,pm25
2019-05-23,10807.142857142857,27.51428571428572,12.832142857142856,1002.8,143.19538951564877,15.048847514733843,107.0,87.0,94.0,31.0,2.0,5.0,140,pm25
2019-05-24,10467.857142857143,26.11428571428572,11.264285714285714,1003.3625,166.05072935584442,23.00078781746658,135.0,82.0,122.0,22.0,3.0,5.0,179,pm25
2019-05-25,9392.82142857143,28.494642857142857,17.051785714285714,1002.05,128.5436024918844,25.190490486226267,149.0,59.0,37.0,12.0,2.0,8.0,199,pm25
2019-05-26,11005.214285714286,20.080357142857142,12.417857142857144,1006.5875,349.9063662163028,42.247799010084606,104.0,16.0,39.0,5.0,,1.0,136,pm25
2019-05-27,11967.857142857143,22.505357142857147,2.018181818181818,1015.0125,335.5792288044552,37.78613280505287,41.0,33.0,63.0,16.0,,2.0,58,pm25
2019-05-28,12021.42857142857,24.775,6.076785714285713,1010.4875,223.0610264864433,18.64562406292081,61.0,47.0,113.0,18.0,1.0,4.0,100,co
2019-05-29,11237.5,26.719642857142865,9.85357142857143,1006.6625,145.60998326150565,19.02603332402123,92.0,49.0,53.0,11.0,2.0,3.0,122,pm25
2019-05-30,11735.714285714286,24.275,0.3517857142857142,1008.125,334.3715200038772,34.72754211558587,90.0,35.0,47.0,12.0,1.0,1.0,119,pm25
2019-05-31,12221.818181818182,25.241818181818186,0.7363636363636363,1007.4142857142858,242.5613580423337,26.96975693128532,68.0,65.0,82.0,19.0,2.0,4.0,100,co
2019-06-01,11003.392857142857,23.603571428571428,12.653571428571428,1001.8625,170.18233778021417,15.636465171626288,112.0,65.0,104.0,21.0,2.0,7.0,146,pm25
2019-06-02,10146.07142857143,24.85357142857143,16.394642857142856,998.175,120.9935000901532,10.11035296354382,133.0,51.0,100.0,15.0,1.0,5.0,176,pm25
2019-06-03,10169.642857142857,25.164285714285715,14.31607142857143,1002.775,141.23668538685928,26.291624762429382,104.0,61.0,74.0,13.0,4.0,11.0,136,pm25
2019-06-04,7635.773584905661,22.094642857142865,16.030357142857145,1006.7,88.8975577521033,13.411750812267778,150.0,54.0,57.0,17.0,2.0,10.0,200,pm25
2019-06-05,8953.62962962963,24.575,14.401818181818182,1008.7125,109.09037791037248,8.000199785855923,161.0,57.0,48.0,22.0,,10.0,212,pm25
2019-06-06,7118.145454545454,21.294642857142858,17.85892857142857,1008.4625,170.5198852343237,22.82463709752412,137.0,61.0,86.0,8.0,,8.0,182,pm25
2019-06-07,7203.636363636364,24.642857142857142,18.45892857142857,1004.3625,173.93012680042543,11.233081588731991,151.0,51.0,66.0,12.0,,5.0,202,pm25
2019-06-08,11967.857142857143,27.803571428571427,8.060714285714285,1001.1875,302.49174141955035,14.582636481940671,102.0,18.0,41.0,8.0,,4.0,134,pm25
2019-06-09,11426.785714285714,25.20357142857143,11.614285714285714,1004.9375,37.053386354667936,22.67465634932505,31.0,54.0,76.0,15.0,1.0,6.0,110,co
2019-06-10,10582.125,25.707142857142856,13.473214285714286,1006.475,100.96443036864176,20.43727746456322,96.0,56.0,122.0,14.0,3.0,9.0,127,pm25
2019-06-11,10632.142857142857,25.6375,16.037499999999998,1006.55,122.64863559330142,24.259802723704333,132.0,59.0,119.0,14.0,4.0,10.0,175,pm25
2019-06-12,11121.142857142857,27.623214285714287,16.03392857142857,1004.7,335.1634307044087,16.23982731099818,118.0,42.0,103.0,11.0,,7.0,155,pm25
2019-06-13,10503.464285714286,26.133928571428573,17.376785714285713,1004.425,231.10157172185285,1.661442624901921,84.0,65.0,72.0,20.0,1.0,7.0,115,co
2019-06-14,11625.0,28.20357142857143,10.385714285714286,1004.4375,68.52687322592159,21.74970992940271,102.0,50.0,90.0,14.0,3.0,7.0,134,pm25
2019-06-15,12244.57142857143,25.860714285714288,12.712500000000002,1006.9,127.51182666213852,26.594550021754163,76.0,36.0,25.0,11.0,1.0,6.0,110,co
2019-06-16,9588.188679245282,19.51607142857143,15.576785714285714,1010.5875,137.07885363564137,19.191155183364216,86.0,53.0,84.0,17.0,1.0,8.0,120,co
2019-06-17,7641.053571428572,22.764285714285712,16.435714285714287,1007.0625,358.6816903816464,7.9411457578811,137.0,70.0,144.0,15.0,1.0,8.0,182,pm25
2019-06-18,8952.454545454546,26.81964285714286,18.37678571428572,1004.325,86.50268957560313,14.90089436615684,158.0,69.0,102.0,9.0,4.0,11.0,209,pm25
2019-06-19,7579.62962962963,26.576785714285712,19.425,1005.1125,135.060736031501,19.320790069582905,161.0,69.0,129.0,15.0,2.0,7.0,212,pm25
2019-06-20,8665.982142857143,28.45714285714286,18.24642857142857,1004.125,109.21909205861908,14.508093073742549,145.0,69.0,76.0,11.0,4.0,10.0,193,pm25
2019-06-21,10717.857142857143,25.635714285714283,14.976785714285716,1009.5375,131.2980049132147,16.54574811823584,130.0,53.0,92.0,17.0,,3.0,172,pm25
2019-06-22,11450.0,29.76428571428572,13.278571428571428,1008.0125,161.5707561342062,15.19138890743443,75.0,73.0,130.0,17.0,7.0,7.0,115,co
2019-06-23,10700.0,28.685714285714287,15.951785714285714,1007.8125,133.19237230274632,21.00129430107139,121.0,64.0,121.0,16.0,3.0,7.0,159,pm25
2019-06-24,10789.285714285714,31.05535714285714,14.792857142857144,1005.7125,155.5832823549702,28.97049167487924,114.0,76.0,128.0,13.0,8.0,7.0,149,pm25
2019-06-25,10325.0,29.371428571428574,17.607142857142858,1005.875,126.92725185391974,33.58275123933063,134.0,70.0,133.0,11.0,4.0,8.0,178,pm25
2019-06-26,9764.285714285714,27.255357142857147,17.567857142857143,1002.7125,115.87394121149964,27.678354973702053,125.0,68.0,128.0,12.0,3.0,8.0,165,pm25
2019-06-27,9265.857142857143,28.98928571428571,17.751785714285713,997.9875,296.17405447861734,16.073915888120325,141.0,41.0,94.0,6.0,,5.0,187,pm25
2019-06-28,10989.054545454546,27.30178571428572,17.717857142857145,996.4375,200.77233781140657,9.284371053351448,75.0,33.0,49.0,6.0,,6.0,110,co
2019-06-29,12378.57142857143,29.59285714285713,10.31785714285714,997.3125,302.54251411880705,60.03802918384239,53.0,21.0,36.0,5.0,1.0,4.0,100,co
2019-06-30,12307.142857142857,26.503571428571423,10.421428571428567,1003.6875,353.2163932182536,33.4906924241312,17.0,33.0,53.0,13.0,,3.0,74,co
2019-07-01,12521.42857142857,29.63214285714286,10.157142857142857,1006.1875,127.34613817082725,11.104913342299518,34.0,60.0,74.0,15.0,1.0,5.0,105,co
2019-07-02,11740.839285714286,25.18928571428572,17.948214285714286,1006.4625,36.61533286741222,8.899208762316572,83.0,39.0,99.0,14.0,,5.0,111,pm25
2019-07-03,12003.57142857143,30.612500000000004,13.932142857142855,1004.5875,178.39304420700586,17.33059196597174,87.0,64.0,123.0,23.0,2.0,5.0,116,pm25
2019-07-04,10950.0,32.291071428571435,16.396428571428572,998.625,160.69449466116603,22.55056438286706,116.0,54.0,51.0,18.0,,5.0,152,pm25
2019-07-05,9296.232142857143,23.41428571428571,19.201785714285712,996.8375,322.8497103992148,14.68024863942397,95.0,15.0,27.0,7.0,,2.0,125,pm25
2019-07-06,12267.357142857143,22.825,16.71607142857143,1002.6375,11.787445800104456,33.64723900662175,34.0,21.0,51.0,8.0,,5.0,105,co
2019-07-07,10242.732142857143,23.260714285714283,18.192857142857143,1009.825,11.170873391746,15.502952766015785,53.0,34.0,81.0,13.0,,4.0,100,co
2019-07-08,10789.285714285714,26.898214285714285,18.19821428571429,1007.9,171.23520977395518,8.007269278365852,86.0,50.0,39.0,21.0,,5.0,114,pm25
2019-07-09,8624.839285714286,23.696428571428573,19.371428571428574,1005.8125,25.97140076621552,13.45619193493972,99.0,50.0,72.0,13.0,2.0,9.0,130,pm25
2019-07-10,9321.375,25.207142857142856,17.923214285714288,1007.1375,115.47929681867316,19.8429655881642,153.0,37.0,78.0,10.0,1.0,4.0,204,pm25
2019-07-11,11305.017857142857,26.3625,17.225,1005.975,172.80868880164147,9.57209676751986,87.0,45.0,113.0,13.0,1.0,4.0,116,pm25
2019-07-12,9856.964285714286,28.985714285714288,18.594642857142865,1001.25,132.43499646452534,13.356892226737818,78.0,73.0,113.0,18.0,2.0,9.0,125,co
2019-07-13,9049.0,27.8375,19.946428571428573,1000.2875,102.97085749496554,14.462771977231746,154.0,33.0,95.0,8.0,1.0,4.0,205,pm25
2019-07-14,11055.388888888889,27.86428571428572,19.008928571428573,1002.45,101.20340123661012,13.379894677902843,61.0,64.0,120.0,13.0,1.0,8.0,120,co
2019-07-15,8989.285714285714,29.1375,21.008928571428573,1005.425,132.91092621525635,23.248583627721658,149.0,49.0,82.0,14.0,1.0,8.0,199,pm25
2019-07-16,9768.351851851852,27.3,20.5375,1007.45,29.38248269099854,6.10830983354496,102.0,42.0,24.0,17.0,,7.0,134,pm25
2019-07-17,6894.607142857143,25.067857142857147,21.78928571428571,1007.3,15.38665422350646,15.907108430332755,137.0,64.0,101.0,12.0,,9.0,182,pm25
2019-07-18,5921.428571428572,28.089285714285715,22.398214285714285,1005.825,115.8518736143166,20.1642709872379,157.0,59.0,60.0,14.0,,7.0,208,pm25
2019-07-19,8579.8,28.09107142857143,22.398214285714285,1003.8625,134.5666710334559,19.994633868522307,143.0,56.0,41.0,15.0,,6.0,190,pm25
2019-07-20,5342.592592592592,26.935714285714287,23.478571428571428,1002.6125,93.32156749306226,7.123775433837537,139.0,65.0,116.0,13.0,,8.0,185,pm25
2019-07-21,8337.42857142857,32.18214285714286,23.125,1001.5,178.48363044874665,13.159966008649889,153.0,90.0,45.0,25.0,,11.0,204,pm25
2019-07-22,3432.1428571428573,27.775,24.62857142857143,1000.0625,332.3715761267735,3.992482455917576,168.0,38.0,85.0,8.0,,5.0,219,pm25
2019-07-23,10271.42857142857,30.59642857142857,22.982142857142858,998.0375,123.39032366758052,7.949760842340403,86.0,60.0,100.0,15.0,,7.0,115,co
2019-07-24,10143.472727272729,31.58392857142857,23.464285714285715,999.8375,324.68152667681426,6.861398531803398,89.0,53.0,105.0,17.0,,5.0,118,pm25
2019-07-25,11857.0,29.54285714285714,20.73392857142857,1000.0875,117.95616054308996,12.643828091073344,70.0,58.0,123.0,11.0,,6.0,110,co
